interval,startTime,endTime,route1,route2,length,width,maxPosAcc,maxNegAcc,usualPosAcc,usualNegAcc,minGap,maxSpeed,headwayTime
5,4937,4937,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4939,4939,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4941,4941,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4943,4943,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4944,4944,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4946,4946,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4948,4948,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4950,4950,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4952,4952,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4954,4954,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4956,4956,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4957,4957,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4959,4959,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4961,4961,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4963,4963,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4965,4965,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4967,4967,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4969,4969,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4970,4970,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4972,4972,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4974,4974,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4976,4976,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4978,4978,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4980,4980,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4982,4982,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4983,4983,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4985,4985,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4987,4987,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4989,4989,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4991,4991,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4993,4993,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4995,4995,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4996,4996,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,4998,4998,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5000,5000,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5002,5002,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5004,5004,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5006,5006,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5008,5008,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5009,5009,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5011,5011,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5013,5013,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5015,5015,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5017,5017,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5019,5019,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5021,5021,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5022,5022,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5024,5024,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5026,5026,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5028,5028,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5030,5030,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5032,5032,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5034,5034,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5035,5035,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5037,5037,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5039,5039,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5041,5041,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5043,5043,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5045,5045,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5047,5047,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5048,5048,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5050,5050,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5052,5052,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5054,5054,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5056,5056,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5058,5058,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5060,5060,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5061,5061,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5063,5063,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5065,5065,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5067,5067,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5069,5069,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5071,5071,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5073,5073,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5074,5074,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5076,5076,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5078,5078,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5080,5080,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5082,5082,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5084,5084,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5086,5086,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5087,5087,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5089,5089,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5091,5091,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5093,5093,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5095,5095,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5097,5097,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5099,5099,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5100,5100,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5102,5102,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5104,5104,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5106,5106,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5108,5108,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5110,5110,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5112,5112,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5113,5113,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5115,5115,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5117,5117,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5119,5119,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5121,5121,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5123,5123,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5125,5125,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5126,5126,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5128,5128,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5130,5130,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5132,5132,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5134,5134,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5136,5136,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5137,5137,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5139,5139,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5141,5141,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5143,5143,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5145,5145,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5147,5147,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5149,5149,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5150,5150,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5152,5152,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5154,5154,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5156,5156,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5158,5158,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5160,5160,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5162,5162,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5163,5163,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5165,5165,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5167,5167,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5169,5169,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5171,5171,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5173,5173,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5175,5175,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5176,5176,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5178,5178,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5180,5180,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5182,5182,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5184,5184,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5186,5186,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5188,5188,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5189,5189,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5191,5191,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5193,5193,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5195,5195,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5197,5197,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5199,5199,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5201,5201,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5202,5202,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5204,5204,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5206,5206,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5208,5208,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5210,5210,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5212,5212,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5214,5214,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5215,5215,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5217,5217,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5219,5219,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5221,5221,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5223,5223,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5225,5225,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5227,5227,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5228,5228,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5230,5230,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5232,5232,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5234,5234,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5236,5236,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5238,5238,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5240,5240,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5241,5241,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5243,5243,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5245,5245,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5247,5247,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5249,5249,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5251,5251,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5253,5253,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5254,5254,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5256,5256,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5258,5258,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5260,5260,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5262,5262,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5264,5264,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5266,5266,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5267,5267,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5269,5269,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5271,5271,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5273,5273,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5275,5275,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5277,5277,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5279,5279,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5280,5280,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5282,5282,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5284,5284,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5286,5286,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5288,5288,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5290,5290,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5292,5292,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5293,5293,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5295,5295,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5297,5297,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5299,5299,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5301,5301,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5303,5303,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5305,5305,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5306,5306,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5308,5308,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5310,5310,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5312,5312,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5314,5314,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5316,5316,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5318,5318,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5319,5319,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5321,5321,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5323,5323,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5325,5325,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5327,5327,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5329,5329,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5331,5331,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5332,5332,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5334,5334,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5336,5336,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5338,5338,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5340,5340,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5342,5342,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5344,5344,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5345,5345,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5347,5347,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5349,5349,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5351,5351,road_2_1_3,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5353,5353,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5355,5355,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5356,5356,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5358,5358,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5360,5360,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5362,5362,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5364,5364,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5366,5366,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5368,5368,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5369,5369,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5371,5371,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5373,5373,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5375,5375,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5377,5377,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5379,5379,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5381,5381,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5382,5382,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5384,5384,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5386,5386,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5388,5388,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5390,5390,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5392,5392,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5394,5394,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5395,5395,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5397,5397,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5399,5399,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5401,5401,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5403,5403,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5405,5405,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5407,5407,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5408,5408,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5410,5410,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5412,5412,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5414,5414,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5416,5416,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5418,5418,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5420,5420,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5421,5421,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5423,5423,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5425,5425,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5427,5427,road_0_1_1,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5429,5429,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5431,5431,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5433,5433,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5434,5434,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5436,5436,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5438,5438,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5440,5440,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5442,5442,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5444,5444,road_1_2_4,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5446,5446,road_1_0_2,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5447,5447,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5449,5449,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,5451,5451,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
